06:49:18 node->uv_mutex_init(0x3921920, 0x7ffdb6a07b18, 0x7ffdb6a07b38, 0x386bef8) = 0
06:49:34 node->uv_update_time(0x7f16e7d67260, 0, 0xdf33980, 0xdf4a750) = 0x6605ee5882bdca14
06:49:34 node->uv_now(0x7f16e7d67260, 0x7992, 0xbc95, 0x7992) = 0xbc95
06:49:34 node->uv_update_time(0x7f16e7d67260, 0x2bc3df501231, 1, 0x2f8177c) = 0x6605ee5882bdca14
06:49:34 node->uv_now(0x7f16e7d67260, 0x7992, 0xbc95, 0x7992) = 0xbc95
06:49:34 node->uv_buf_init(0x7ffdb6a02860, 4, 0xdf319e0, 0) = 0x7ffdb6a02860
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02830, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02830, 1, 0) = 4
06:49:34 <... uv_try_write resumed> )                       = 4
06:49:34 node->uv_buf_init(0x7ffdb6a02870, 4, 0xdf319e0, 0) = 0x7ffdb6a02870
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02840, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02840, 1, 0) = 4
06:49:34 <... uv_try_write resumed> )                       = 4
06:49:34 node->uv_buf_init(0x7ffdb6a029e0, 3, 0xdf319e0, 0) = 0x7ffdb6a029e0
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a029b0, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a029b0, 1, 0) = 3
06:49:34 <... uv_try_write resumed> )                       = 3
06:49:34 node->uv_now(0x7f16e7d67260, 0xdfa0be0, 0x3d8c, 0) = 0xbc95
06:49:34 node->uv_timer_start(0xdf6e680, 0xdd7b70, 80, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_timer_stop(0xdf6e680, 0xdd7b70, 80, 0) = 0
06:49:34 <... uv_timer_start resumed> )                     = 0
06:49:34 node->uv_ref(0xdf6e680, 0, 12, 0xe19cfb0)          = 12
06:49:34 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0x7f16e45d6004, 0x7f16e4eb3b00) = 0xb3dbf580e
06:49:34 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:34 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:34 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0xbce6, 0x7f16e4eb3b00) = 0xb42886d5a
06:49:34 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:34 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:34 node->uv_idle_stop(0xdf6e790, 0, 0xdf40a70, 0xe2a9730) = 0
06:49:34 libuv.so.1->uv_timer_stop(0xdf6e680, 0x79b8, 0xbceb, 0x79b8) = 0
06:49:34 libuv.so.1->uv_timer_again(0xdf6e680, 0, 0x7ffdb6a07630, 0xe19cfb0) = 0
06:49:34 node->uv_update_time(0x7f16e7d67260, 0, 0xdf33980, 0xdf4a750) = 0x6605ee5883abd8d4
06:49:34 node->uv_now(0x7f16e7d67260, 0x79be, 0xbcee, 0x79be) = 0xbcee
06:49:34 node->uv_update_time(0x7f16e7d67260, 0x2bc3df501231, 1, 0x2f8177c) = 0x6605ee5883b13254
06:49:34 node->uv_now(0x7f16e7d67260, 0x79c2, 0xbcf0, 0x79c2) = 0xbcf0
06:49:34 node->uv_buf_init(0x7ffdb6a02860, 4, 0xdf319e0, 0) = 0x7ffdb6a02860
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02830, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02830, 1, 0) = 4
06:49:34 <... uv_try_write resumed> )                       = 4
06:49:34 node->uv_buf_init(0x7ffdb6a02870, 4, 0xdf319e0, 0) = 0x7ffdb6a02870
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02840, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02840, 1, 0) = 4
06:49:34 <... uv_try_write resumed> )                       = 4
06:49:34 node->uv_buf_init(0x7ffdb6a029e0, 3, 0xdf319e0, 0) = 0x7ffdb6a029e0
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a029b0, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a029b0, 1, 0) = 3
06:49:34 <... uv_try_write resumed> )                       = 3
06:49:34 node->uv_now(0x7f16e7d67260, 0xdfa0be0, 0x3de7, 0) = 0xbcf0
06:49:34 node->uv_timer_start(0xdf6e680, 0xdd7b70, 80, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_timer_stop(0xdf6e680, 0xdd7b70, 80, 0) = 0
06:49:34 <... uv_timer_start resumed> )                     = 0
06:49:34 node->uv_ref(0xdf6e680, 0, 12, 0xe19cfb0)          = 12
06:49:34 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0x7f16e45d6004, 0x7f16e4eb3b00) = 0xb43c9aefe
06:49:34 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:34 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:34 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0xbd42, 0x7f16e4eb3b00) = 0xb48056954
06:49:34 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:34 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:34 node->uv_idle_stop(0xdf6e790, 0, 0xdf40a70, 0xe2a9730) = 0
06:49:34 libuv.so.1->uv_timer_stop(0xdf6e680, 0x7a02, 0xbd47, 0x7a02) = 0
06:49:34 libuv.so.1->uv_timer_again(0xdf6e680, 0, 0x7ffdb6a07630, 0xe19cfb0) = 0
06:49:34 node->uv_update_time(0x7f16e7d67260, 0, 0xdf33980, 0xdf4a750) = 0x6605ee5884a1edd4
06:49:34 node->uv_now(0x7f16e7d67260, 0x7a08, 0xbd4a, 0x7a08) = 0xbd4a
06:49:34 node->uv_update_time(0x7f16e7d67260, 0x2bc3df501231, 1, 0x2f8177c) = 0x6605ee5884a74754
06:49:34 node->uv_now(0x7f16e7d67260, 0x7a0c, 0xbd4c, 0x7a0c) = 0xbd4c
06:49:34 node->uv_buf_init(0x7ffdb6a02860, 4, 0xdf319e0, 0) = 0x7ffdb6a02860
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02830, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02830, 1, 0) = 4
06:49:34 <... uv_try_write resumed> )                       = 4
06:49:34 node->uv_buf_init(0x7ffdb6a02870, 4, 0xdf319e0, 0) = 0x7ffdb6a02870
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02840, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02840, 1, 0) = 4
06:49:34 <... uv_try_write resumed> )                       = 4
06:49:34 node->uv_buf_init(0x7ffdb6a029e0, 3, 0xdf319e0, 0) = 0x7ffdb6a029e0
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a029b0, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a029b0, 1, 0) = 3
06:49:34 <... uv_try_write resumed> )                       = 3
06:49:34 node->uv_now(0x7f16e7d67260, 0xdfa0be0, 0x3e43, 0) = 0xbd4c
06:49:34 node->uv_timer_start(0xdf6e680, 0xdd7b70, 80, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_timer_stop(0xdf6e680, 0xdd7b70, 80, 0) = 0
06:49:34 <... uv_timer_start resumed> )                     = 0
06:49:34 node->uv_ref(0xdf6e680, 0, 12, 0xe19cfb0)          = 12
06:49:34 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0x7f16e45d6004, 0x7f16e4eb3b00) = 0xb49307de6
06:49:34 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:34 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:34 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0xbd9d, 0x7f16e4eb3b00) = 0xb4d763266
06:49:34 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:34 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:34 node->uv_idle_stop(0xdf6e790, 0, 0xdf40a70, 0xe2a9730) = 0
06:49:34 libuv.so.1->uv_timer_stop(0xdf6e680, 0x7a48, 0xbda2, 0x7a48) = 0
06:49:34 libuv.so.1->uv_timer_again(0xdf6e680, 0, 0x7ffdb6a07630, 0xe19cfb0) = 0
06:49:34 node->uv_update_time(0x7f16e7d67260, 0, 0xdf33980, 0xdf4a750) = 0x6605ee5885955614
06:49:34 node->uv_now(0x7f16e7d67260, 0x7a4e, 0xbda5, 0x7a4e) = 0xbda5
06:49:34 node->uv_update_time(0x7f16e7d67260, 0x2bc3df501231, 1, 0x2f8177c) = 0x6605ee58859aaf94
06:49:34 node->uv_now(0x7f16e7d67260, 0x7a52, 0xbda7, 0x7a52) = 0xbda7
06:49:34 node->uv_buf_init(0x7ffdb6a02860, 4, 0xdf319e0, 0) = 0x7ffdb6a02860
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02830, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02830, 1, 0) = 4
06:49:34 <... uv_try_write resumed> )                       = 4
06:49:34 node->uv_buf_init(0x7ffdb6a02870, 4, 0xdf319e0, 0) = 0x7ffdb6a02870
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02840, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02840, 1, 0) = 4
06:49:34 <... uv_try_write resumed> )                       = 4
06:49:34 node->uv_buf_init(0x7ffdb6a029e0, 3, 0xdf319e0, 0) = 0x7ffdb6a029e0
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a029b0, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a029b0, 1, 0) = 3
06:49:34 <... uv_try_write resumed> )                       = 3
06:49:34 node->uv_now(0x7f16e7d67260, 0xdfa0be0, 0x3e9e, 0) = 0xbda7
06:49:34 node->uv_timer_start(0xdf6e680, 0xdd7b70, 80, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_timer_stop(0xdf6e680, 0xdd7b70, 80, 0) = 0
06:49:34 <... uv_timer_start resumed> )                     = 0
06:49:34 node->uv_ref(0xdf6e680, 0, 12, 0xe19cfb0)          = 12
06:49:34 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0x7f16e45d6004, 0x7f16e4eb3b00) = 0xb4ebd6577
06:49:34 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:34 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:34 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0xbdf8, 0x7f16e4eb3b00) = 0xb52e8858f
06:49:34 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:34 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:34 node->uv_idle_stop(0xdf6e790, 0, 0xdf40a70, 0xe2a9730) = 0
06:49:34 libuv.so.1->uv_timer_stop(0xdf6e680, 0x7a9a, 0xbe00, 0x7a9a) = 0
06:49:34 libuv.so.1->uv_timer_again(0xdf6e680, 0, 0x7ffdb6a07630, 0xe19cfb0) = 0
06:49:34 node->uv_update_time(0x7f16e7d67260, 0, 0xdf33980, 0xdf4a750) = 0x6605ee588690c494
06:49:34 node->uv_now(0x7f16e7d67260, 0x7aa0, 0xbe03, 0x7aa0) = 0xbe03
06:49:34 node->uv_update_time(0x7f16e7d67260, 0x2bc3df501231, 1, 0x2f8177c) = 0x6605ee5886961e14
06:49:34 node->uv_now(0x7f16e7d67260, 0x7aa4, 0xbe05, 0x7aa4) = 0xbe05
06:49:34 node->uv_buf_init(0x7ffdb6a02860, 4, 0xdf319e0, 0) = 0x7ffdb6a02860
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02830, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02830, 1, 0) = 4
06:49:34 <... uv_try_write resumed> )                       = 4
06:49:34 node->uv_buf_init(0x7ffdb6a02870, 4, 0xdf319e0, 0) = 0x7ffdb6a02870
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02840, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02840, 1, 0) = 4
06:49:34 <... uv_try_write resumed> )                       = 4
06:49:34 node->uv_buf_init(0x7ffdb6a029e0, 3, 0xdf319e0, 0) = 0x7ffdb6a029e0
06:49:34 node->uv_try_write(0xdfe08d0, 0x7ffdb6a029b0, 1, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a029b0, 1, 0) = 3
06:49:34 <... uv_try_write resumed> )                       = 3
06:49:34 node->uv_now(0x7f16e7d67260, 0xdfa0be0, 0x3efc, 0) = 0xbe05
06:49:34 node->uv_timer_start(0xdf6e680, 0xdd7b70, 80, 0 <unfinished ...>
06:49:34 libuv.so.1->uv_timer_stop(0xdf6e680, 0xdd7b70, 80, 0) = 0
06:49:34 <... uv_timer_start resumed> )                     = 0
06:49:34 node->uv_ref(0xdf6e680, 0, 12, 0xe19cfb0)          = 12
06:49:34 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0x7f16e45d6004, 0x7f16e4eb3b00) = 0xb543414cc
06:49:34 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:34 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:35 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0xbe56, 0x7f16e4eb3b00) = 0xb5878fbcb
06:49:35 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:35 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:35 node->uv_idle_stop(0xdf6e790, 0, 0xdf40a70, 0xe2a9730) = 0
06:49:35 libuv.so.1->uv_timer_stop(0xdf6e680, 0x7ada, 0xbe5b, 0x7ada) = 0
06:49:35 libuv.so.1->uv_timer_again(0xdf6e680, 0, 0x7ffdb6a07630, 0xe19cfb0) = 0
06:49:35 node->uv_update_time(0x7f16e7d67260, 0, 0xdf33980, 0xdf4a750) = 0x6605ee58877ed354
06:49:35 node->uv_now(0x7f16e7d67260, 0x7adc, 0xbe5c, 0x7adc) = 0xbe5c
06:49:35 node->uv_update_time(0x7f16e7d67260, 0x2bc3df501231, 1, 0x2f8177c) = 0x6605ee58877ed354
06:49:35 node->uv_now(0x7f16e7d67260, 0x7adc, 0xbe5c, 0x7adc) = 0xbe5c
06:49:35 node->uv_buf_init(0x7ffdb6a02860, 4, 0xdf319e0, 0) = 0x7ffdb6a02860
06:49:35 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02830, 1, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02830, 1, 0) = 4
06:49:35 <... uv_try_write resumed> )                       = 4
06:49:35 node->uv_buf_init(0x7ffdb6a02870, 4, 0xdf319e0, 0) = 0x7ffdb6a02870
06:49:35 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02840, 1, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02840, 1, 0) = 4
06:49:35 <... uv_try_write resumed> )                       = 4
06:49:35 node->uv_buf_init(0x7ffdb6a029e0, 3, 0xdf319e0, 0) = 0x7ffdb6a029e0
06:49:35 node->uv_try_write(0xdfe08d0, 0x7ffdb6a029b0, 1, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a029b0, 1, 0) = 3
06:49:35 <... uv_try_write resumed> )                       = 3
06:49:35 node->uv_now(0x7f16e7d67260, 0xdfa0be0, 0x3f53, 0) = 0xbe5c
06:49:35 node->uv_timer_start(0xdf6e680, 0xdd7b70, 80, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_timer_stop(0xdf6e680, 0xdd7b70, 80, 0) = 0
06:49:35 <... uv_timer_start resumed> )                     = 0
06:49:35 node->uv_ref(0xdf6e680, 0, 12, 0xe19cfb0)          = 12
06:49:35 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0x7f16e45d6004, 0x7f16e4eb3b00) = 0xb58e320fd
06:49:35 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:35 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:35 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0xbead, 0x7f16e4eb3b00) = 0xb5dab895d
06:49:35 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:35 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:35 node->uv_idle_stop(0xdf6e790, 0, 0xdf40a70, 0xe2a9730) = 0
06:49:35 libuv.so.1->uv_timer_stop(0xdf6e680, 0x7b0a, 0xbeb2, 0x7b0a) = 0
06:49:35 libuv.so.1->uv_timer_again(0xdf6e680, 0, 0x7ffdb6a07630, 0xe19cfb0) = 0
06:49:35 node->uv_update_time(0x7f16e7d67260, 0, 0xdf33980, 0xdf4a750) = 0x6605ee58886a3554
06:49:35 node->uv_now(0x7f16e7d67260, 0x7b0e, 0xbeb4, 0x7b0e) = 0xbeb4
06:49:35 node->uv_update_time(0x7f16e7d67260, 0x2bc3df501231, 1, 0x2f8177c) = 0x6605ee58886ce214
06:49:35 node->uv_now(0x7f16e7d67260, 0x7b10, 0xbeb5, 0x7b10) = 0xbeb5
06:49:35 node->uv_buf_init(0x7ffdb6a02860, 4, 0xdf319e0, 0) = 0x7ffdb6a02860
06:49:35 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02830, 1, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02830, 1, 0) = 4
06:49:35 <... uv_try_write resumed> )                       = 4
06:49:35 node->uv_buf_init(0x7ffdb6a02870, 4, 0xdf319e0, 0) = 0x7ffdb6a02870
06:49:35 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02840, 1, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02840, 1, 0) = 4
06:49:35 <... uv_try_write resumed> )                       = 4
06:49:35 node->uv_buf_init(0x7ffdb6a029e0, 3, 0xdf319e0, 0) = 0x7ffdb6a029e0
06:49:35 node->uv_try_write(0xdfe08d0, 0x7ffdb6a029b0, 1, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a029b0, 1, 0) = 3
06:49:35 <... uv_try_write resumed> )                       = 3
06:49:35 node->uv_now(0x7f16e7d67260, 0xdfa0be0, 0x3fac, 0) = 0xbeb5
06:49:35 node->uv_timer_start(0xdf6e680, 0xdd7b70, 80, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_timer_stop(0xdf6e680, 0xdd7b70, 80, 0) = 0
06:49:35 <... uv_timer_start resumed> )                     = 0
06:49:35 node->uv_ref(0xdf6e680, 0, 12, 0xe19cfb0)          = 12
06:49:35 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0x7f16e45d6004, 0x7f16e4eb3b00) = 0xb5e2c6c23
06:49:35 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:35 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:35 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0xbf06, 0x7f16e4eb3b00) = 0xb62f646bd
06:49:35 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:35 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:35 node->uv_idle_stop(0xdf6e790, 0, 0xdf40a70, 0xe2a9730) = 0
06:49:35 libuv.so.1->uv_timer_stop(0xdf6e680, 0x7b34, 0xbf0b, 0x7b34) = 0
06:49:35 libuv.so.1->uv_timer_again(0xdf6e680, 0, 0x7ffdb6a07630, 0xe19cfb0) = 0
06:49:35 node->uv_update_time(0x7f16e7d67260, 0, 0xdf33980, 0xdf4a750) = 0x6605ee5889584414
06:49:35 node->uv_now(0x7f16e7d67260, 0x7b38, 0xbf0d, 0x7b38) = 0xbf0d
06:49:35 node->uv_update_time(0x7f16e7d67260, 0x2bc3df501231, 1, 0x2f8177c) = 0x6605ee58895d9d94
06:49:35 node->uv_now(0x7f16e7d67260, 0x7b3c, 0xbf0f, 0x7b3c) = 0xbf0f
06:49:35 node->uv_buf_init(0x7ffdb6a02860, 4, 0xdf319e0, 0) = 0x7ffdb6a02860
06:49:35 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02830, 1, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02830, 1, 0) = 4
06:49:35 <... uv_try_write resumed> )                       = 4
06:49:35 node->uv_buf_init(0x7ffdb6a02870, 4, 0xdf319e0, 0) = 0x7ffdb6a02870
06:49:35 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02840, 1, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02840, 1, 0) = 4
06:49:35 <... uv_try_write resumed> )                       = 4
06:49:35 node->uv_buf_init(0x7ffdb6a029e0, 3, 0xdf319e0, 0) = 0x7ffdb6a029e0
06:49:35 node->uv_try_write(0xdfe08d0, 0x7ffdb6a029b0, 1, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a029b0, 1, 0) = 3
06:49:35 <... uv_try_write resumed> )                       = 3
06:49:35 node->uv_now(0x7f16e7d67260, 0xdfa0be0, 0x4006, 0) = 0xbf0f
06:49:35 node->uv_timer_start(0xdf6e680, 0xdd7b70, 80, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_timer_stop(0xdf6e680, 0xdd7b70, 80, 0) = 0
06:49:35 <... uv_timer_start resumed> )                     = 0
06:49:35 node->uv_ref(0xdf6e680, 0, 12, 0xe19cfb0)          = 12
06:49:35 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0x7f16e45d6004, 0x7f16e4eb3b00) = 0xb64224fd2
06:49:35 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:35 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:35 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0xbf60, 0x7f16e4eb3b00) = 0xb6859b859
06:49:35 libuv.so.1->uv_mutex_lock(0xdec56e8, 48, 0, 23)    = 0
06:49:35 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:35 node->uv_idle_stop(0xdf6e790, 0, 0xdf40a70, 0xe2a9730) = 0
06:49:35 libuv.so.1->uv_timer_stop(0xdf6e680, 0x7b7a, 0xbf65, 0x7b7a) = 0
06:49:35 libuv.so.1->uv_timer_again(0xdf6e680, 0, 0x7ffdb6a07630, 0xe19cfb0) = 0
06:49:35 node->uv_update_time(0x7f16e7d67260, 0, 0xdf33980, 0xdf4a750) = 0x6605ee588a4bac54
06:49:35 node->uv_now(0x7f16e7d67260, 0x7b80, 0xbf68, 0x7b80) = 0xbf68
06:49:35 node->uv_update_time(0x7f16e7d67260, 0x2bc3df501231, 1, 0x2f8177c) = 0x6605ee588a5105d4
06:49:35 node->uv_now(0x7f16e7d67260, 0x7b84, 0xbf6a, 0x7b84) = 0xbf6a
06:49:35 node->uv_buf_init(0x7ffdb6a02860, 4, 0xdf319e0, 0) = 0x7ffdb6a02860
06:49:35 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02830, 1, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02830, 1, 0) = 4
06:49:35 <... uv_try_write resumed> )                       = 4
06:49:35 node->uv_buf_init(0x7ffdb6a02870, 4, 0xdf319e0, 0) = 0x7ffdb6a02870
06:49:35 node->uv_try_write(0xdfe08d0, 0x7ffdb6a02840, 1, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a02840, 1, 0) = 4
06:49:35 <... uv_try_write resumed> )                       = 4
06:49:35 node->uv_buf_init(0x7ffdb6a029e0, 3, 0xdf319e0, 0) = 0x7ffdb6a029e0
06:49:35 node->uv_try_write(0xdfe08d0, 0x7ffdb6a029b0, 1, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_try_write2(0xdfe08d0, 0x7ffdb6a029b0, 1, 0) = 3
06:49:35 <... uv_try_write resumed> )                       = 3
06:49:35 node->uv_now(0x7f16e7d67260, 0xdfa0be0, 0x4061, 0) = 0xbf6a
06:49:35 node->uv_timer_start(0xdf6e680, 0xdd7b70, 80, 0 <unfinished ...>
06:49:35 libuv.so.1->uv_timer_stop(0xdf6e680, 0xdd7b70, 80, 0) = 0
06:49:35 <... uv_timer_start resumed> )                     = 0
06:49:35 node->uv_ref(0xdf6e680, 0, 12, 0xe19cfb0)          = 12
06:49:35 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0x7f16e45d6004, 0x7f16e4eb3b00) = 0xb698a9be5
06:49:35 libuv.so.1->uv_mutex_lock(0xdec56e8, 49, 0, 23)    = 0
06:49:35 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:35 libuv.so.1->uv_hrtime(0x7f16e7d67260, 0x431bde82d7b634db, 0xbfbc, 0x7f16e4eb3b00) = 0xb6dd1a00e
06:49:35 libuv.so.1->uv_mutex_lock(0xdec56e8, 49, 0, 23)    = 0
06:49:35 libuv.so.1->uv_mutex_unlock(0xdec56e8, 0, 1, 0)    = 0
06:49:35 node->uv_idle_stop(0xdf6e790, 0, 0xdf40a70, 0xe2a9730) = 0
06:49:35 libuv.so.1->uv_timer_stop(0xdf6e680, 0x7bc6, 0xbfc1, 0x7bc6) = 0
06:49:35 libuv.so.1->uv_timer_again(0xdf6e680, 0, 0x7ffdb6a07630, 0xe19cfb0) = 0
06:49:35 node->uv_update_time(0x7f16e7d67260, 0, 0xdf33980, 0xdf4a750) = 0x6605ee588b41c154
06:49:35 node->uv_now(0x7f16e7d67260, 0x7bcc, 0xbfc4, 0x7bcc) = 0xbfc4
